Periode,Antal,Recidivhændelser,Uddannelse,Køn,Alder
2014–2016,3,3 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2014–2016,2,3 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2014–2016,9,3 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2014–2016,11,3 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2014–2016,6,3 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2014–2016,5,3 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2014–2016,8,3 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2014–2016,27,3 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2014–2016,46,3 tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2014–2016,33,3 tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2014–2016,26,3 tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2014–2016,39,3 tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2014–2016,36,3 tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2014–2016,1,3 tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2014–2016,1,3 tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2014–2016,4,3 tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2014–2016,4,3 tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2014–2016,4,3 tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2014–2016,1,3 tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2014–2016,3,3 tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2014–2016,3,3 tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2014–2016,3,3 tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2014–2016,875,4-9 tilbagefald,Grundskole,Mænd,15–19 år
2014–2016,1011,4-9 tilbagefald,Grundskole,Mænd,20–24 år
2014–2016,668,4-9 tilbagefald,Grundskole,Mænd,25–29 år
2014–2016,424,4-9 tilbagefald,Grundskole,Mænd,30–34 år
2014–2016,337,4-9 tilbagefald,Grundskole,Mænd,35–39 år
2014–2016,357,4-9 tilbagefald,Grundskole,Mænd,40–49 år
2014–2016,128,4-9 tilbagefald,Grundskole,Mænd,50–59 år
2014–2016,32,4-9 tilbagefald,Grundskole,Mænd,60+ år
2014–2016,77,4-9 tilbagefald,Grundskole,Kvinder,15–19 år
2014–2016,92,4-9 tilbagefald,Grundskole,Kvinder,20–24 år
2014–2016,55,4-9 tilbagefald,Grundskole,Kvinder,25–29 år
2014–2016,21,4-9 tilbagefald,Grundskole,Kvinder,30–34 år
2014–2016,39,4-9 tilbagefald,Grundskole,Kvinder,35–39 år
2014–2016,56,4-9 tilbagefald,Grundskole,Kvinder,40–49 år
2014–2016,21,4-9 tilbagefald,Grundskole,Kvinder,50–59 år
2014–2016,5,4-9 tilbagefald,Grundskole,Kvinder,60+ år
2014–2016,100,4-9 tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2014–2016,75,4-9 tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2014–2016,37,4-9 tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2014–2016,16,4-9 tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2014–2016,13,4-9 tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2014–2016,29,4-9 tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2014–2016,17,4-9 tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2014–2016,2,4-9 tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2014–2016,4,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2014–2016,6,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2014–2016,5,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2014–2016,3,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2014–2016,1,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2014–2016,11,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2014–2016,2,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2014–2016,1,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2014–2016,369,4-9 tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2014–2016,489,4-9 tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2014–2016,244,4-9 tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2014–2016,158,4-9 tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2014–2016,152,4-9 tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2014–2016,232,4-9 tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2014–2016,77,4-9 tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2014–2016,29,4-9 tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2014–2016,9,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2014–2016,30,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2014–2016,15,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2014–2016,17,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2014–2016,13,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2014–2016,21,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2014–2016,11,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2014–2016,3,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2014–2016,2,4-9 tilbagefald,Videregående uddannelse,Mænd,15–19 år
2014–2016,48,4-9 tilbagefald,Videregående uddannelse,Mænd,20–24 år
2014–2016,39,4-9 tilbagefald,Videregående uddannelse,Mænd,25–29 år
2014–2016,26,4-9 tilbagefald,Videregående uddannelse,Mænd,30–34 år
2014–2016,17,4-9 tilbagefald,Videregående uddannelse,Mænd,35–39 år
2014–2016,48,4-9 tilbagefald,Videregående uddannelse,Mænd,40–49 år
2014–2016,20,4-9 tilbagefald,Videregående uddannelse,Mænd,50–59 år
2014–2016,8,4-9 tilbagefald,Videregående uddannelse,Mænd,60+ år
2014–2016,0,4-9 tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2014–2016,1,4-9 tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2014–2016,3,4-9 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2014–2016,6,4-9 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2014–2016,5,4-9 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2014–2016,7,4-9 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2014–2016,6,4-9 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2014–2016,1,4-9 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2014–2016,17,4-9 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2014–2016,63,4-9 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2014–2016,85,4-9 tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2014–2016,54,4-9 tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2014–2016,37,4-9 tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2014–2016,68,4-9 tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2014–2016,29,4-9 tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2014–2016,3,4-9 tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2014–2016,0,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2014–2016,2,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2014–2016,7,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2014–2016,2,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2014–2016,2,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2014–2016,8,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2014–2016,3,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2014–2016,1,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2014–2016,540,10 eller flere tilbagefald,Grundskole,Mænd,15–19 år
2014–2016,542,10 eller flere tilbagefald,Grundskole,Mænd,20–24 år
2014–2016,310,10 eller flere tilbagefald,Grundskole,Mænd,25–29 år
2014–2016,197,10 eller flere tilbagefald,Grundskole,Mænd,30–34 år
2014–2016,133,10 eller flere tilbagefald,Grundskole,Mænd,35–39 år
2014–2016,139,10 eller flere tilbagefald,Grundskole,Mænd,40–49 år
2014–2016,27,10 eller flere tilbagefald,Grundskole,Mænd,50–59 år
2014–2016,4,10 eller flere tilbagefald,Grundskole,Mænd,60+ år
2014–2016,24,10 eller flere tilbagefald,Grundskole,Kvinder,15–19 år
2014–2016,20,10 eller flere tilbagefald,Grundskole,Kvinder,20–24 år
2014–2016,18,10 eller flere tilbagefald,Grundskole,Kvinder,25–29 år
2014–2016,20,10 eller flere tilbagefald,Grundskole,Kvinder,30–34 år
2014–2016,12,10 eller flere tilbagefald,Grundskole,Kvinder,35–39 år
2014–2016,17,10 eller flere tilbagefald,Grundskole,Kvinder,40–49 år
2014–2016,1,10 eller flere tilbagefald,Grundskole,Kvinder,50–59 år
2014–2016,2,10 eller flere tilbagefald,Grundskole,Kvinder,60+ år
2014–2016,24,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2014–2016,20,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2014–2016,7,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2014–2016,10,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2014–2016,7,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2014–2016,7,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2014–2016,0,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2014–2016,0,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2014–2016,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2014–2016,4,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2014–2016,1,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2014–2016,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2014–2016,2,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2014–2016,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2014–2016,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2014–2016,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2014–2016,123,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2014–2016,162,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2014–2016,62,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2014–2016,52,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2014–2016,41,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2014–2016,54,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2014–2016,13,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2014–2016,4,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2014–2016,2,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2014–2016,5,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2014–2016,2,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2014–2016,3,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2014–2016,4,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2014–2016,6,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2014–2016,1,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2014–2016,0,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2014–2016,0,10 eller flere tilbagefald,Videregående uddannelse,Mænd,15–19 år
2014–2016,6,10 eller flere tilbagefald,Videregående uddannelse,Mænd,20–24 år
2014–2016,7,10 eller flere tilbagefald,Videregående uddannelse,Mænd,25–29 år
2014–2016,6,10 eller flere tilbagefald,Videregående uddannelse,Mænd,30–34 år
2014–2016,5,10 eller flere tilbagefald,Videregående uddannelse,Mænd,35–39 år
2014–2016,5,10 eller flere tilbagefald,Videregående uddannelse,Mænd,40–49 år
2014–2016,6,10 eller flere tilbagefald,Videregående uddannelse,Mænd,50–59 år
2014–2016,1,10 eller flere tilbagefald,Videregående uddannelse,Mænd,60+ år
2014–2016,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2014–2016,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2014–2016,1,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2014–2016,1,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2014–2016,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2014–2016,1,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2014–2016,1,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2014–2016,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,60+ år
2014–2016,6,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2014–2016,37,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2014–2016,46,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2014–2016,33,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2014–2016,19,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2014–2016,27,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2014–2016,8,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2014–2016,0,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2014–2016,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2014–2016,1,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2014–2016,1,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2014–2016,2,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2014–2016,2,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2014–2016,4,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2014–2016,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2014–2016,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2015–2017,2162,Ingen tilbagefald,Grundskole,Mænd,15–19 år
2015–2017,2530,Ingen tilbagefald,Grundskole,Mænd,20–24 år
2015–2017,2285,Ingen tilbagefald,Grundskole,Mænd,25–29 år
2015–2017,1992,Ingen tilbagefald,Grundskole,Mænd,30–34 år
2015–2017,1934,Ingen tilbagefald,Grundskole,Mænd,35–39 år
2015–2017,4318,Ingen tilbagefald,Grundskole,Mænd,40–49 år
2015–2017,3414,Ingen tilbagefald,Grundskole,Mænd,50–59 år
2015–2017,2569,Ingen tilbagefald,Grundskole,Mænd,60+ år
2015–2017,856,Ingen tilbagefald,Grundskole,Kvinder,15–19 år
2015–2017,759,Ingen tilbagefald,Grundskole,Kvinder,20–24 år
2015–2017,575,Ingen tilbagefald,Grundskole,Kvinder,25–29 år
2015–2017,540,Ingen tilbagefald,Grundskole,Kvinder,30–34 år
2015–2017,565,Ingen tilbagefald,Grundskole,Kvinder,35–39 år
2015–2017,1271,Ingen tilbagefald,Grundskole,Kvinder,40–49 år
2015–2017,1150,Ingen tilbagefald,Grundskole,Kvinder,50–59 år
2015–2017,1018,Ingen tilbagefald,Grundskole,Kvinder,60+ år
2015–2017,1801,Ingen tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2015–2017,1767,Ingen tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2015–2017,585,Ingen tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2015–2017,408,Ingen tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2015–2017,449,Ingen tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2015–2017,1076,Ingen tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2015–2017,761,Ingen tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2015–2017,316,Ingen tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2015–2017,599,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2015–2017,603,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2015–2017,138,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2015–2017,145,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2015–2017,168,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2015–2017,494,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2015–2017,253,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2015–2017,86,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2015–2017,1484,Ingen tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2015–2017,4054,Ingen tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2015–2017,3249,Ingen tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2015–2017,2734,Ingen tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2015–2017,3113,Ingen tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2015–2017,7427,Ingen tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2015–2017,5777,Ingen tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2015–2017,4008,Ingen tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2015–2017,252,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2015–2017,924,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2015–2017,860,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2015–2017,852,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2015–2017,1040,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2015–2017,2721,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2015–2017,1795,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2015–2017,1071,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2015–2017,24,Ingen tilbagefald,Videregående uddannelse,Mænd,15–19 år
2015–2017,1246,Ingen tilbagefald,Videregående uddannelse,Mænd,20–24 år
2015–2017,1632,Ingen tilbagefald,Videregående uddannelse,Mænd,25–29 år
2015–2017,1607,Ingen tilbagefald,Videregående uddannelse,Mænd,30–34 år
2015–2017,1966,Ingen tilbagefald,Videregående uddannelse,Mænd,35–39 år
2015–2017,4853,Ingen tilbagefald,Videregående uddannelse,Mænd,40–49 år
2015–2017,3362,Ingen tilbagefald,Videregående uddannelse,Mænd,50–59 år
2015–2017,2613,Ingen tilbagefald,Videregående uddannelse,Mænd,60+ år
2015–2017,10,Ingen tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2015–2017,656,Ingen tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2015–2017,904,Ingen tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2015–2017,960,Ingen tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2015–2017,1418,Ingen tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2015–2017,3339,Ingen tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2015–2017,2120,Ingen tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2015–2017,1259,Ingen tilbagefald,Videregående uddannelse,Kvinder,60+ år
2015–2017,42,Ingen tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2015–2017,303,Ingen tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2015–2017,662,Ingen tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2015–2017,616,Ingen tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2015–2017,550,Ingen tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2015–2017,973,Ingen tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2015–2017,705,Ingen tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2015–2017,319,Ingen tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2015–2017,12,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2015–2017,84,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2015–2017,144,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2015–2017,134,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2015–2017,100,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2015–2017,218,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2015–2017,130,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2015–2017,90,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2015–2017,915,1 tilbagefald,Grundskole,Mænd,15–19 år
2015–2017,1094,1 tilbagefald,Grundskole,Mænd,20–24 år
2015–2017,1015,1 tilbagefald,Grundskole,Mænd,25–29 år
2015–2017,768,1 tilbagefald,Grundskole,Mænd,30–34 år
2015–2017,665,1 tilbagefald,Grundskole,Mænd,35–39 år
2015–2017,1211,1 tilbagefald,Grundskole,Mænd,40–49 år
2015–2017,810,1 tilbagefald,Grundskole,Mænd,50–59 år
2015–2017,341,1 tilbagefald,Grundskole,Mænd,60+ år
2015–2017,152,1 tilbagefald,Grundskole,Kvinder,15–19 år
2015–2017,195,1 tilbagefald,Grundskole,Kvinder,20–24 år
2015–2017,152,1 tilbagefald,Grundskole,Kvinder,25–29 år
2015–2017,132,1 tilbagefald,Grundskole,Kvinder,30–34 år
2015–2017,126,1 tilbagefald,Grundskole,Kvinder,35–39 år
2015–2017,257,1 tilbagefald,Grundskole,Kvinder,40–49 år
2015–2017,156,1 tilbagefald,Grundskole,Kvinder,50–59 år
2015–2017,89,1 tilbagefald,Grundskole,Kvinder,60+ år
2015–2017,456,1 tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2015–2017,399,1 tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2015–2017,141,1 tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2015–2017,101,1 tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2015–2017,104,1 tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2015–2017,228,1 tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2015–2017,176,1 tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2015–2017,53,1 tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2015–2017,51,1 tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2015–2017,50,1 tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2015–2017,34,1 tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2015–2017,16,1 tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2015–2017,21,1 tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2015–2017,73,1 tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2015–2017,38,1 tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2015–2017,6,1 tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2015–2017,585,1 tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2015–2017,1335,1 tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2015–2017,942,1 tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2015–2017,735,1 tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2015–2017,799,1 tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2015–2017,1641,1 tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2015–2017,1160,1 tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2015–2017,451,1 tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2015–2017,43,1 tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2015–2017,142,1 tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2015–2017,129,1 tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2015–2017,103,1 tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2015–2017,143,1 tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2015–2017,347,1 tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2015–2017,182,1 tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2015–2017,81,1 tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2015–2017,2,1 tilbagefald,Videregående uddannelse,Mænd,15–19 år
2015–2017,232,1 tilbagefald,Videregående uddannelse,Mænd,20–24 år
2015–2017,266,1 tilbagefald,Videregående uddannelse,Mænd,25–29 år
2015–2017,259,1 tilbagefald,Videregående uddannelse,Mænd,30–34 år
2015–2017,306,1 tilbagefald,Videregående uddannelse,Mænd,35–39 år
2015–2017,869,1 tilbagefald,Videregående uddannelse,Mænd,40–49 år
2015–2017,620,1 tilbagefald,Videregående uddannelse,Mænd,50–59 år
2015–2017,287,1 tilbagefald,Videregående uddannelse,Mænd,60+ år
2015–2017,1,1 tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2015–2017,53,1 tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2015–2017,87,1 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2015–2017,110,1 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2015–2017,125,1 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2015–2017,331,1 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2015–2017,196,1 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2015–2017,94,1 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2015–2017,10,1 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2015–2017,77,1 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2015–2017,137,1 tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2015–2017,179,1 tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2015–2017,102,1 tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2015–2017,224,1 tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2015–2017,165,1 tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2015–2017,29,1 tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2015–2017,0,1 tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2015–2017,9,1 tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2015–2017,20,1 tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2015–2017,23,1 tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2015–2017,18,1 tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2015–2017,26,1 tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2015–2017,27,1 tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
