Periode,Antal,Recidivhændelser,Tidligere_domme,Varighed_til_tilbagefald,Køn,Alder
2014–2016,31,3 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,55,3 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,31,3 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,10,3 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,60+ år
2014–2016,5,3 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,7,3 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,4,3 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,2,3 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,5,3 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,3,3 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,1,3 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,72,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,35,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,33,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,33,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,54,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,32,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,12,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,4,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,3,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,1,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,2,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,6,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,3,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,2,3 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,54,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,45,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,29,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,26,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,45,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,17,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,9,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,5,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,6,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,1,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,3,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,3,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,1,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,2,3 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,50,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,28,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,21,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,13,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,29,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,9,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,3,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,2,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,1,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,2,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,3,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,6,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,2,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,3,3 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,126,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,93,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,59,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,43,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,52,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,18,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,1,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,1,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,2,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,5,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,3,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,5,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,6,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,3,3 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,35,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,34,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,18,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,16,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,11,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,2,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,1,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,0,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,1,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,0,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,0,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,0,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,0,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,2,3 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,162,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,41,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,17,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,28,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,47,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,17,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,8,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,21,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,8,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,2,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,8,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,9,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,7,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,0,4-9 tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,75,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,56,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,35,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,44,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,65,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,32,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,6,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,60+ år
2014–2016,14,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,9,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,8,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,8,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,9,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,1,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,2,4-9 tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,105,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,53,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,39,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,40,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,60,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,29,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,11,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,11,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,11,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,8,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,4,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,11,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,5,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,1,4-9 tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,117,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,66,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,46,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,52,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,61,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,18,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,9,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,12,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,8,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,1,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,3,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,9,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,1,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,1,4-9 tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,105,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,71,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,48,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,47,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,57,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,21,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,1,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,8,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,3,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,2,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,3,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,8,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,5,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,1,4-9 tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,397,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,275,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,168,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,135,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,136,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,47,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,11,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,16,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,17,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,6,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,9,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,18,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,10,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,1,4-9 tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,215,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,158,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,78,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,48,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,50,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,19,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,0,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,5,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,4,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,5,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,8,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,6,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,2,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,2,4-9 tilbagefald,10 eller flere tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,59,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,7,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,6,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,1,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,9,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,1,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,0,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,4,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,2,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,1,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,3,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,1,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,1,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,0,10 eller flere tilbagefald,Ingen tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,16,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,12,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,12,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,12,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,10,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,3,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,2,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Mænd,60+ år
2014–2016,2,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,3,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,1,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,0,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,1,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,1,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,0,10 eller flere tilbagefald,1 Tidligere dom,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,34,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,14,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,13,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,14,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,14,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,5,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,0,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,1,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,2,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,2,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,0,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,2,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,0,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,0,10 eller flere tilbagefald,2 Tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,32,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,8,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,12,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,10,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,18,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,4,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,1,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,3,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,1,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,1,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,2,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,1,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,0,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,0,10 eller flere tilbagefald,3 Tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,35,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,27,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,28,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,16,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,17,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,3,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,0,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,1,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,0,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,5,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,1,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,2,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,0,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
2014–2016,0,10 eller flere tilbagefald,4 Tidligere domme,I løbet af 6 måneder,Kvinder,60+ år
2014–2016,234,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,20–24 år
2014–2016,149,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,25–29 år
2014–2016,102,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,30–34 år
2014–2016,63,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,35–39 år
2014–2016,78,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,40–49 år
2014–2016,13,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,50–59 år
2014–2016,1,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Mænd,60+ år
2014–2016,10,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,20–24 år
2014–2016,9,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,25–29 år
2014–2016,9,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,30–34 år
2014–2016,5,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,35–39 år
2014–2016,10,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,40–49 år
2014–2016,0,10 eller flere tilbagefald,5-9 Tidligere domme,I løbet af 6 måneder,Kvinder,50–59 år
