KØN,ALDER1,UDDANNELSE,VARTILBAGE,TID,INDHOLD
Kvinder,15-19 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,14
Kvinder,15-19 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,7
Kvinder,15-19 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,13
Kvinder,15-19 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,26
Kvinder,15-19 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,22
Kvinder,15-19 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,18
Kvinder,15-19 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,14
Kvinder,15-19 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,19
Kvinder,15-19 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,16
Kvinder,15-19 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,25
Kvinder,15-19 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,33
Kvinder,15-19 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,45
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2008:2010,20
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2009:2011,16
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2010:2012,19
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2011:2013,21
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2012:2014,31
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2013:2015,25
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2014:2016,31
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2015:2017,31
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2016:2018,20
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2017:2019,28
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2018:2020,37
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2019:2021,53
Kvinder,15-19 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2020:2022,57
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2008:2010,274
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2009:2011,352
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2010:2012,397
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2011:2013,382
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2012:2014,353
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2013:2015,338
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2014:2016,331
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2015:2017,252
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2016:2018,132
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2017:2019,114
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2018:2020,91
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2019:2021,85
Kvinder,15-19 år,Erhvervsuddannelse,Ingen tilbagefald,2020:2022,105
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2008:2010,19
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2009:2011,22
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2010:2012,32
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2011:2013,36
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2012:2014,32
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2013:2015,54
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2014:2016,31
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2015:2017,36
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2016:2018,14
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2017:2019,16
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2018:2020,12
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2019:2021,11
Kvinder,15-19 år,Erhvervsuddannelse,I løbet af 6 måneder,2020:2022,16
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2008:2010,15
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,21
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,30
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,24
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,28
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,41
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,31
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,13
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,7
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,8
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,3
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,8
Kvinder,15-19 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,10
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2008:2010,28
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2009:2011,26
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2010:2012,38
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2011:2013,28
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2012:2014,38
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2013:2015,34
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2014:2016,27
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2015:2017,30
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2016:2018,15
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2017:2019,9
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2018:2020,14
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2019:2021,8
Kvinder,15-19 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2020:2022,9
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2008:2010,4
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2009:2011,10
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2010:2012,11
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2011:2013,13
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2012:2014,12
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2013:2015,18
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2014:2016,20
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2015:2017,10
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2016:2018,7
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2017:2019,7
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2018:2020,9
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2019:2021,8
Kvinder,15-19 år,Videregående uddannelse,Ingen tilbagefald,2020:2022,6
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2008:2010,0
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2009:2011,0
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2010:2012,1
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2011:2013,0
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2012:2014,0
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2013:2015,0
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2014:2016,1
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2015:2017,0
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2016:2018,2
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2017:2019,0
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2018:2020,0
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2019:2021,0
Kvinder,15-19 år,Videregående uddannelse,I løbet af 6 måneder,2020:2022,0
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2008:2010,0
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,0
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,1
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,0
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,0
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,1
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,0
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,0
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,0
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,0
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,0
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,2
Kvinder,15-19 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,1
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2008:2010,0
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2009:2011,0
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2010:2012,0
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2011:2013,0
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2012:2014,0
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2013:2015,1
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2014:2016,1
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2015:2017,1
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2016:2018,1
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2017:2019,1
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2018:2020,1
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2019:2021,1
Kvinder,15-19 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2020:2022,0
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2008:2010,35
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2009:2011,32
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2010:2012,21
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2011:2013,16
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2012:2014,23
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2013:2015,12
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2014:2016,20
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2015:2017,12
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2016:2018,14
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2017:2019,22
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2018:2020,19
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2019:2021,13
Kvinder,15-19 år,Uoplyst uddannelse,Ingen tilbagefald,2020:2022,7
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2008:2010,10
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2009:2011,1
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2010:2012,4
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2011:2013,2
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2012:2014,2
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2013:2015,2
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2014:2016,0
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2015:2017,2
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2016:2018,4
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2017:2019,0
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2018:2020,2
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2019:2021,5
Kvinder,15-19 år,Uoplyst uddannelse,I løbet af 6 måneder,2020:2022,1
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2008:2010,4
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,2
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,2
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,0
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,2
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,1
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,2
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,0
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,0
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,2
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,1
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,0
Kvinder,15-19 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,0
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2008:2010,1
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2009:2011,5
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2010:2012,2
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2011:2013,4
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2012:2014,0
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2013:2015,1
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2014:2016,0
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2015:2017,0
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2016:2018,0
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2017:2019,0
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2018:2020,1
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2019:2021,1
Kvinder,15-19 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2020:2022,2
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2008:2010,805
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2009:2011,799
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2010:2012,809
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2011:2013,896
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2012:2014,789
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2013:2015,760
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2014:2016,803
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2015:2017,759
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2016:2018,750
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2017:2019,712
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2018:2020,801
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2019:2021,855
Kvinder,20-24 år,Grundskole,Ingen tilbagefald,2020:2022,1030
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2008:2010,110
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2009:2011,130
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2010:2012,172
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2011:2013,159
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2012:2014,188
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2013:2015,184
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2014:2016,202
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2015:2017,195
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2016:2018,198
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2017:2019,198
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2018:2020,240
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2019:2021,256
Kvinder,20-24 år,Grundskole,I løbet af 6 måneder,2020:2022,315
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2008:2010,62
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2009:2011,86
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2010:2012,104
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2011:2013,88
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2012:2014,93
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2013:2015,116
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2014:2016,106
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2015:2017,115
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2016:2018,104
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2017:2019,78
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2018:2020,124
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2019:2021,142
Kvinder,20-24 år,Grundskole,Efter 6 måneder og indenfor 1 år,2020:2022,156
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2008:2010,103
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2009:2011,107
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2010:2012,103
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2011:2013,122
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2012:2014,148
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2013:2015,116
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2014:2016,106
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2015:2017,120
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2016:2018,132
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2017:2019,144
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2018:2020,160
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2019:2021,183
Kvinder,20-24 år,Grundskole,Efter 1 år og indenfor 2 år,2020:2022,178
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2008:2010,393
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2009:2011,475
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2010:2012,416
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2011:2013,476
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2012:2014,435
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2013:2015,519
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2014:2016,510
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2015:2017,603
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2016:2018,592
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2017:2019,637
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2018:2020,678
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2019:2021,900
Kvinder,20-24 år,Gymnasial uddannelse,Ingen tilbagefald,2020:2022,1086
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2008:2010,11
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2009:2011,15
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2010:2012,41
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2011:2013,26
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2012:2014,22
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2013:2015,34
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2014:2016,28
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2015:2017,26
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2016:2018,29
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2017:2019,38
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2018:2020,31
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2019:2021,58
Kvinder,20-24 år,Gymnasial uddannelse,I løbet af 6 måneder,2020:2022,105
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2008:2010,13
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,16
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,12
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,11
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,19
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,23
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,22
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,29
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,22
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,17
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,29
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,39
Kvinder,20-24 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,63
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2008:2010,26
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2009:2011,26
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2010:2012,22
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2011:2013,18
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2012:2014,32
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2013:2015,19
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2014:2016,40
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2015:2017,23
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2016:2018,40
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2017:2019,30
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2018:2020,51
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2019:2021,75
Kvinder,20-24 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2020:2022,72
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2008:2010,682
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2009:2011,693
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2010:2012,757
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2011:2013,778
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2012:2014,884
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2013:2015,923
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2014:2016,934
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2015:2017,924
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2016:2018,830
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2017:2019,723
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2018:2020,568
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2019:2021,546
Kvinder,20-24 år,Erhvervsuddannelse,Ingen tilbagefald,2020:2022,585
Kvinder,20-24 år,Erhvervsuddannelse,I løbet af 6 måneder,2008:2010,32
Kvinder,20-24 år,Erhvervsuddannelse,I løbet af 6 måneder,2009:2011,36
Kvinder,20-24 år,Erhvervsuddannelse,I løbet af 6 måneder,2010:2012,62
Kvinder,20-24 år,Erhvervsuddannelse,I løbet af 6 måneder,2011:2013,67
Kvinder,20-24 år,Erhvervsuddannelse,I løbet af 6 måneder,2012:2014,68
Kvinder,20-24 år,Erhvervsuddannelse,I løbet af 6 måneder,2013:2015,99
Kvinder,20-24 år,Erhvervsuddannelse,I løbet af 6 måneder,2014:2016,109
Kvinder,20-24 år,Erhvervsuddannelse,I løbet af 6 måneder,2015:2017,89
Kvinder,20-24 år,Erhvervsuddannelse,I løbet af 6 måneder,2016:2018,63
