OMRÅDE,KØN,ALDER,HERKOMST1,TID,INDHOLD
Billund,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2023,4
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2005,942
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2006,891
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2007,807
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2008,780
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2009,863
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2010,758
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2011,1019
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2012,1008
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2013,1013
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2014,904
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2015,894
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2016,720
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2017,789
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2018,770
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2019,883
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2020,988
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2021,815
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2022,808
Esbjerg,Mænd,15-29 år,Personer med dansk oprindelse,2023,747
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2005,116
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2006,129
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2007,130
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2008,131
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2009,137
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2010,144
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2011,177
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2012,194
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2013,193
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2014,171
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2015,194
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2016,188
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2017,190
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2018,202
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2019,230
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2020,226
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2021,188
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2022,182
Esbjerg,Mænd,15-29 år,Personer med udenlandsk oprindelse,2023,166
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2005,1071
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2006,974
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2007,773
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2008,725
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2009,745
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2010,888
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2011,960
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2012,916
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2013,933
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2014,859
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2015,930
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2016,723
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2017,644
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2018,639
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2019,645
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2020,836
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2021,688
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2022,669
Esbjerg,Mænd,30-49 år,Personer med dansk oprindelse,2023,599
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2005,92
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2006,86
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2007,73
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2008,58
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2009,112
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2010,92
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2011,114
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2012,132
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2013,141
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2014,122
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2015,160
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2016,147
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2017,171
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2018,134
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2019,164
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2020,208
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2021,189
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2022,164
Esbjerg,Mænd,30-49 år,Personer med udenlandsk oprindelse,2023,184
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2005,430
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2006,412
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2007,312
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2008,320
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2009,349
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2010,439
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2011,560
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2012,504
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2013,600
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2014,591
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2015,627
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2016,600
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2017,536
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2018,467
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2019,496
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2020,619
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2021,555
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2022,513
Esbjerg,Mænd,50-79 år,Personer med dansk oprindelse,2023,489
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2005,20
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2006,33
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2007,31
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2008,27
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2009,25
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2010,37
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2011,30
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2012,42
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2013,61
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2014,53
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2015,40
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2016,39
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2017,58
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2018,45
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2019,51
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2020,60
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2021,58
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2022,62
Esbjerg,Mænd,50-79 år,Personer med udenlandsk oprindelse,2023,57
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2005,155
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2006,143
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2007,129
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2008,138
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2009,173
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2010,173
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2011,193
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2012,214
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2013,200
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2014,179
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2015,212
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2016,188
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2017,174
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2018,154
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2019,184
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2020,254
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2021,196
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2022,205
Esbjerg,Kvinder,15-29 år,Personer med dansk oprindelse,2023,177
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2005,23
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2006,14
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2007,9
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2008,11
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2009,28
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2010,28
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2011,31
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2012,22
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2013,27
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2014,38
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2015,41
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2016,26
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2017,29
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2018,28
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2019,36
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2020,61
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2021,40
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2022,45
Esbjerg,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2023,27
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2005,256
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2006,208
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2007,159
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2008,175
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2009,227
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2010,328
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2011,342
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2012,260
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2013,314
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2014,282
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2015,307
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2016,261
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2017,198
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2018,186
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2019,199
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2020,256
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2021,217
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2022,220
Esbjerg,Kvinder,30-49 år,Personer med dansk oprindelse,2023,182
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2005,14
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2006,14
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2007,15
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2008,15
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2009,25
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2010,24
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2011,41
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2012,32
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2013,36
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2014,45
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2015,37
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2016,48
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2017,42
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2018,35
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2019,39
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2020,55
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2021,49
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2022,53
Esbjerg,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2023,53
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2005,104
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2006,80
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2007,73
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2008,85
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2009,104
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2010,149
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2011,162
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2012,141
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2013,182
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2014,221
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2015,238
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2016,168
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2017,189
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2018,160
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2019,180
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2020,196
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2021,195
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2022,165
Esbjerg,Kvinder,50-79 år,Personer med dansk oprindelse,2023,166
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2005,4
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2006,3
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2007,7
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2008,5
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2009,5
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2010,6
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2011,9
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2012,12
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2013,9
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2014,13
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2015,14
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2016,7
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2017,10
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2018,12
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2019,18
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2020,15
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2021,14
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2022,12
Esbjerg,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2023,16
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2005,6
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2006,14
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2007,8
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2008,9
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2009,9
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2010,16
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2011,19
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2012,16
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2013,11
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2014,9
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2015,8
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2016,6
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2017,9
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2018,14
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2019,10
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2020,19
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2021,11
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2022,13
Fanø,Mænd,15-29 år,Personer med dansk oprindelse,2023,14
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2005,0
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2006,0
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2007,0
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2008,0
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2009,1
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2010,0
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2011,1
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2012,2
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2013,0
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2014,0
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2015,1
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2016,0
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2017,0
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2018,1
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2019,4
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2020,0
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2021,3
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2022,2
Fanø,Mænd,15-29 år,Personer med udenlandsk oprindelse,2023,0
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2005,10
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2006,9
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2007,5
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2008,6
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2009,11
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2010,13
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2011,12
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2012,9
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2013,11
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2014,19
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2015,16
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2016,15
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2017,14
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2018,14
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2019,12
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2020,13
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2021,8
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2022,11
Fanø,Mænd,30-49 år,Personer med dansk oprindelse,2023,8
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2005,1
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2006,1
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2007,1
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2008,0
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2009,0
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2010,1
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2011,1
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2012,1
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2013,1
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2014,4
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2015,4
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2016,1
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2017,1
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2018,5
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2019,4
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2020,1
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2021,1
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2022,2
Fanø,Mænd,30-49 år,Personer med udenlandsk oprindelse,2023,1
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2005,11
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2006,13
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2007,6
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2008,9
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2009,13
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2010,15
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2011,13
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2012,15
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2013,12
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2014,19
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2015,22
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2016,15
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2017,16
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2018,7
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2019,15
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2020,20
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2021,15
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2022,11
Fanø,Mænd,50-79 år,Personer med dansk oprindelse,2023,15
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2005,0
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2006,0
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2007,1
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2008,0
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2009,1
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2010,0
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2011,1
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2012,1
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2013,1
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2014,2
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2015,2
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2016,2
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2017,1
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2018,0
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2019,3
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2020,1
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2021,3
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2022,2
Fanø,Mænd,50-79 år,Personer med udenlandsk oprindelse,2023,2
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2005,0
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2006,3
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2007,2
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2008,0
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2009,1
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2010,1
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2011,3
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2012,1
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2013,3
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2014,2
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2015,2
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2016,1
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2017,1
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2018,1
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2019,2
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2020,2
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2021,1
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2022,5
Fanø,Kvinder,15-29 år,Personer med dansk oprindelse,2023,1
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2005,0
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2006,0
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2007,1
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2008,0
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2009,0
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2010,0
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2011,0
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2012,0
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2013,1
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2014,0
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2015,0
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2016,0
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2017,0
Fanø,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2018,1
